redcap_event_name,group,group_value,list_discipline,list_year_enrolled,student_survey_timestamp,advanced,milestones_cogsci,milestones_psysci,enjoy,good,nonexperts,discouraged,writers_block,inspired,cant_start,rejection,rcv_fdbk,gv_fdbk,timeblock,hours,conference_submit,conference_accept,perma_hap,Epoch,Person,IV
phdx_study_enrollm_arm_1,NaN,NaN,8,10,09/28/0021 12:09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1129,2
sept_2021_arm_1,2,100,NaN,NaN,09/28/0021 12:09,0,NaN,1,2,5,5,5,5,4,5,2,3,7,60,0,NaN,NaN,NaN,1,1129,2
phdx_study_enrollm_arm_1,NaN,NaN,8,9,09/28/0021 12:09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1132,2
sept_2021_arm_1,NaN,100,NaN,NaN,09/28/0021 12:06,0,NaN,2,6,6,5,2,3,2,4,1,1,5,20,12,2,2,95,1,1132,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 12:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1132,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,09/28/0021 21:16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1132,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 21:16,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1132,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 21:16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1132,2
phdx_study_enrollm_arm_1,NaN,NaN,8,6,09/28/0021 12:14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1142,2
sept_2021_arm_1,3,90,NaN,NaN,09/28/0021 12:24,1,NaN,5,6,5,6,7,7,7,3,6,6,4,15,20,0,0,65,1,1142,2
phdx_study_enrollm_arm_1,NaN,NaN,8,7,09/28/0021 12:42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1145,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 12:42,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1145,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,09/28/0021 12:47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1145,2
sept_2021_arm_1,3,28,NaN,NaN,09/28/0021 12:49,0,NaN,4,5,5,5,6,6,5,3,3,3,4,60,5,0,0,70,1,1145,2
phdx_study_enrollm_arm_1,NaN,NaN,8,5,09/28/0021 12:42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1146,2
sept_2021_arm_1,3,70,NaN,NaN,09/28/0021 12:16,1,NaN,5,5,7,6,5,7,7,7,4,4,6,60,10,1,1,45,1,1146,2
phdx_study_enrollm_arm_1,NaN,NaN,9,8,10/04/0021 09:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1153,2
sept_2021_arm_1,3,100,NaN,NaN,09/28/0021 12:47,0,NaN,NaN,3,6,7,7,6,7,6,4,5,3,25,5,1,1,23,1,1153,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,09/28/0021 12:58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1158,2
sept_2021_arm_1,2,100,NaN,NaN,09/28/0021 12:58,0,NaN,3,3,2,5,7,7,7,7,4,5,5,30,5,2,2,NaN,1,1158,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,09/28/0021 15:34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1170,2
sept_2021_arm_1,2,0,NaN,NaN,09/28/0021 15:41,0,NaN,3,3,5,5,5,5,5,3,5,4,3,1,10,1,1,56,1,1170,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 15:41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1170,2
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 15:41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1170,2
proposals_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 15:41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1170,2
phdx_study_enrollm_arm_1,NaN,NaN,7,9,09/28/0021 16:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1175,2
sept_2021_arm_1,2,NaN,NaN,NaN,09/28/0021 16:54,0,NaN,NaN,3,3,3,4,4,7,7,7,4,4,60,10,0,0,90,1,1175,2
phdx_study_enrollm_arm_1,NaN,NaN,2,8,09/28/0021 17:43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1177,2
sept_2021_arm_1,2,91,NaN,NaN,09/28/0021 20:07,1,5,NaN,6,5,6,5,2,2,2,2,5,5,30,4.5,5,5,85,1,1177,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 20:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1177,2
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 20:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1177,2
phdx_study_enrollm_arm_1,NaN,NaN,8,5,09/29/0021 09:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1188,2
sept_2021_arm_1,3,80,NaN,NaN,09/29/0021 07:45,1,NaN,5,6,6,7,5,4,3,3,3,2,6,60,20,2,2,76,1,1188,2
june_2022_arm_1,NaN,NaN,NaN,NaN,09/29/0021 07:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1188,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,09/29/0021 23:11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1196,2
sept_2021_arm_1,2,75,NaN,NaN,10/01/0021 00:20,0,NaN,3,4,3,5,5,5,7,4,6,3,6,100,10,0,0,51,1,1196,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,10/01/0021 00:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1196,2
phdx_study_enrollm_arm_1,NaN,NaN,9,8,10/01/0021 00:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1197,2
sept_2021_arm_1,3,80,NaN,NaN,10/01/0021 11:34,0,NaN,NaN,2,5,5,7,6,6,5,2,5,5,30,2,2,2,64,1,1197,2
phdx_study_enrollm_arm_1,NaN,NaN,8,6,10/01/0021 12:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1200,2
sept_2021_arm_1,3,80,NaN,NaN,10/03/0021 21:48,0,NaN,4,5,5,6,7,5,7,7,3,3,5,90,8,2,0,25,1,1200,2
june_2022_arm_1,NaN,NaN,NaN,NaN,10/03/0021 21:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1200,2
phdx_study_enrollm_arm_1,NaN,NaN,3,4,10/04/0021 08:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1204,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,10/04/0021 08:38,1,NaN,NaN,5,5,5,6,3,5,6,3,3,4,20,3,NaN,NaN,NaN,1,1204,2
phdx_study_enrollm_arm_1,NaN,NaN,2,8,10/04/0021 09:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1206,2
sept_2021_arm_1,2,75,NaN,NaN,10/04/0021 09:51,0,3,NaN,6,6,5,4,3,2,5,4,2,5,30,7,1,1,NaN,1,1206,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,10/04/0021 09:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1206,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,10/04/0021 09:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1207,2
sept_2021_arm_1,3,100,NaN,NaN,10/04/0021 10:30,0,NaN,3,6,6,7,7,4,5,7,2,2,7,60,2,0,0,71,1,1207,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,10/04/0021 10:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1207,2
phdx_study_enrollm_arm_1,NaN,NaN,8,7,10/04/0021 10:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1208,2
sept_2021_arm_1,3,50,NaN,NaN,10/04/0021 10:49,0,NaN,4,3,6,7,6,4,3,5,2,6,7,61,5,0,0,31,1,1208,2
phdx_study_enrollm_arm_1,NaN,NaN,3,6,10/04/0021 14:09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1212,2
sept_2021_arm_1,3,79,NaN,NaN,10/04/0021 13:00,1,NaN,NaN,6,5,6,5,5,6,6,4,3,5,60,4,0,0,59,1,1212,2
phdx_study_enrollm_arm_1,NaN,NaN,8,7,10/04/0021 21:15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1215,2
sept_2021_arm_1,3,50,NaN,NaN,10/04/0021 21:15,0,NaN,3,5,7,7,6,6,6,6,4,6,5,30,10,0,0,NaN,1,1215,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1030,2
sept_2021_arm_1,2,95,NaN,NaN,12/14/0021 14:09,0,NaN,NaN,7,6,7,4,4,3,2,2,1,6,40,1,0,0,70,2,1030,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1039,2
sept_2021_arm_1,3,83,NaN,NaN,12/14/0021 14:13,0,1,NaN,5,5,6,1,2,2,5,2,4,6,60,20,1,1,100,2,1039,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1039,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1043,2
june_2022_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1043,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1044,2
sept_2021_arm_1,NaN,80,NaN,NaN,12/14/0021 14:21,0,NaN,NaN,6,6,6,4,3,2,5,4,3,4,30,6,0,0,71,2,1044,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 13:58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1048,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,12/14/0021 13:58,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1048,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1049,2
sept_2021_arm_1,3,66,NaN,NaN,12/14/0021 15:41,0,NaN,NaN,2,2,5,6,6,6,6,6,5,4,10,10,4,4,39,2,1049,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 13:57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1092,2
sept_2021_arm_1,2,100,NaN,NaN,12/14/0021 13:57,0,NaN,NaN,7,6,7,4,3,3,1,1,2,5,30,3,0,0,NaN,2,1092,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 16:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1115,2
sept_2021_arm_1,2,50,NaN,NaN,12/14/0021 16:46,0,NaN,NaN,7,5,2,7,7,7,7,4,2,1,50,2,0,0,85,2,1115,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 15:59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1116,2
sept_2021_arm_1,2,100,NaN,NaN,12/14/0021 16:11,0,NaN,NaN,5,6,5,5,5,6,7,5,5,5,20,6,1,1,61,2,1116,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 16:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1129,2
sept_2021_arm_1,1,83,NaN,NaN,12/14/0021 17:22,0,NaN,1,3,5,5,5,4,3,4,5,5,6,100,3,5,5,77,2,1129,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 21:23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1132,2
sept_2021_arm_1,2,94,NaN,NaN,12/15/0021 06:07,0,NaN,2,7,7,6,2,3,2,3,1,2,6,10,7,1,1,89,2,1132,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1145,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:45,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1145,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1146,2
sept_2021_arm_1,3,34,NaN,NaN,12/14/0021 14:45,1,NaN,5,5,6,6,6,6,5,5,3,3,6,75,8,1,1,59,2,1146,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/14/0021 14:27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1158,2
sept_2021_arm_1,2,10,NaN,NaN,12/14/0021 14:47,0,NaN,4,3,3,5,6,7,4,6,4,4,4,60,1,1,1,15,2,1158,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/15/0021 15:44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1197,2
sept_2021_arm_1,3,85,NaN,NaN,12/15/0021 18:05,0,NaN,NaN,5,6,6,6,6,6,5,3,5,5,5,6,0,0,60,2,1197,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1197,2
june_2022_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1197,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/16/0021 04:39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1204,2
sept_2021_arm_1,3,75,NaN,NaN,12/16/0021 11:44,1,NaN,NaN,6,5,5,5,2,5,2,5,3,5,15,8,1,1,35,2,1204,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1208,2
phdx_study_enrollm_arm_1,NaN,NaN,7,9,12/14/0021 15:53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1245,2
sept_2021_arm_1,2,80,NaN,NaN,12/14/0021 14:25,0,NaN,NaN,6,5,5,3,4,5,4,4,1,5,30,4,0,0,50,2,1245,2
phdx_study_enrollm_arm_1,NaN,NaN,6,6,12/14/0021 14:21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1254,2
sept_2021_arm_1,2,100,NaN,NaN,12/14/0021 14:24,1,NaN,NaN,5,3,5,5,3,4,6,4,3,6,30,8,2,2,63,2,1254,2
phdx_study_enrollm_arm_1,NaN,NaN,7,4,12/14/0021 14:28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1259,2
sept_2021_arm_1,4,50,NaN,NaN,12/14/0021 14:35,1,NaN,NaN,6,7,5,5,5,6,6,4,5,5,40,8,3,3,78,2,1259,2
phdx_study_enrollm_arm_1,NaN,NaN,8,9,12/14/0021 14:33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1266,2
sept_2021_arm_1,2,65,NaN,NaN,12/14/0021 14:33,0,NaN,2,5,4,5,7,4,2,2,1,3,5,30,15,0,0,NaN,2,1266,2
phdx_study_enrollm_arm_1,NaN,NaN,3,6,12/14/0021 14:33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1268,2
sept_2021_arm_1,2,100,NaN,NaN,12/14/0021 14:38,1,NaN,NaN,6,6,6,6,2,2,6,6,2,5,41,1,5,0,85,2,1268,2
phdx_study_enrollm_arm_1,NaN,NaN,7,10,12/14/0021 15:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1276,2
sept_2021_arm_1,2,NaN,NaN,NaN,12/14/0021 14:51,0,NaN,NaN,6,6,4,3,3,4,4,4,3,5,30,5,0,0,70,2,1276,2
phdx_study_enrollm_arm_1,NaN,NaN,3,6,12/15/0021 08:44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1278,2
sept_2021_arm_1,2,46,NaN,NaN,12/14/0021 15:07,1,NaN,NaN,6,5,6,6,5,6,3,4,2,5,22,35,3,3,64,2,1278,2
phdx_study_enrollm_arm_1,NaN,NaN,3,8,12/15/0021 10:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1308,2
sept_2021_arm_1,2,90,NaN,NaN,12/15/0021 13:06,0,NaN,NaN,2,4,2,7,7,6,6,7,6,5,30,40,0,0,28,2,1308,2
june_2022_arm_1,NaN,NaN,NaN,NaN,12/15/0021 13:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1308,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,12/15/0021 13:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1309,2
sept_2021_arm_1,3,100,NaN,NaN,12/15/0021 15:44,0,NaN,4,6,6,7,7,6,4,3,1,2,5,60,5,2,2,47,2,1309,2
phdx_study_enrollm_arm_1,NaN,NaN,7,7,12/16/0021 11:44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1316,2
sept_2021_arm_1,2,75,NaN,NaN,12/18/0021 11:46,0,NaN,NaN,5,2,5,5,6,2,2,4,5,4,6,6,3,3,50,2,1316,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,12/19/0021 22:31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1316,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/21/0022 00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1001,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1001,2
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 14:24,0,NaN,3,7,4,5,6,5,5,5,3,2,5,60,15,4,4,70,3,1001,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 13:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1001,2
sept_2021_arm_1,2,NaN,NaN,NaN,06/23/0022 13:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1001,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 13:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1001,2
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/23/0022 14:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1002,2
sept_2021_arm_1,3,50,NaN,NaN,06/21/0022 11:51,0,NaN,4,6,3,6,6,5,6,5,1,1,6,50,5,5,5,50,3,1002,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1002,2
proposals_2022_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1002,2
phdx_study_enrollm_arm_1,NaN,NaN,8,9,06/21/0022 11:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1003,2
sept_2021_arm_1,3,70,NaN,NaN,06/21/0022 11:51,0,NaN,3,6,5,6,6,5,5,5,2,6,6,60,10,NaN,NaN,NaN,3,1003,2
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/21/0022 11:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1003,2
phdx_study_enrollm_arm_1,NaN,NaN,2,10,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1009,2
sept_2021_arm_1,3,61,NaN,NaN,06/23/0022 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1009,2
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1009,2
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1009,2
